name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,count_gws_min_minutes,minutes_played,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season,promoted_from_championship
Benjamin Mendy,Man City,74,DEF,0,2,9,3,0,13,0,0,0,0,3,60,16.0,1491,5,1330,1340,1260,1270,1320,1320,2019-20,0
Matt Ritchie,Newcastle,74,DEF,2,1,8,4,0,19,0,1,0,0,7,55,14.0,1312,3,1090,1100,1030,1040,980,990,2019-20,0
Djibril Sidibé,Everton,74,DEF,0,4,5,3,0,30,0,0,0,0,10,55,19.0,1818,3,1100,1240,1100,1210,1170,1180,2019-20,0
Isaac Hayden,Newcastle,73,MID,1,4,8,4,1,36,0,0,0,0,3,45,23.0,2220,3,1090,1100,1030,1040,980,990,2019-20,0
Granit Xhaka,Arsenal,73,MID,1,2,10,10,0,31,0,0,0,0,2,55,28.0,2586,4,1180,1240,1170,1170,1150,1200,2019-20,0
Ryan Fraser,Bournemouth,73,MID,1,5,4,2,0,34,0,0,0,0,2,75,21.0,2061,2,1020,1020,990,1030,1000,1050,2019-20,0
Christian Kabasele,Watford,73,DEF,0,2,7,1,2,35,0,0,0,0,4,45,25.0,2250,3,1030,1140,1120,1120,1020,1150,2019-20,0
Jamaal Lascelles,Newcastle,73,DEF,1,0,8,5,0,31,0,0,0,0,3,45,23.0,2076,3,1090,1100,1030,1040,980,990,2019-20,0
Bernard Anício Caldeira Duarte,Everton,72,MID,3,2,9,2,0,12,0,0,0,0,6,65,11.0,1269,3,1100,1240,1100,1210,1170,1180,2019-20,0
Mason Holgate,Everton,71,DEF,0,4,5,5,0,34,0,0,0,0,6,45,22.0,2052,3,1100,1240,1100,1210,1170,1180,2019-20,0
Andriy Yarmolenko,West Ham,70,MID,5,1,3,2,0,17,0,0,0,0,10,60,8.0,981,2,1040,1030,1000,1030,1030,1150,2019-20,0
Gary Cahill,Crystal Palace,70,DEF,0,1,7,1,0,35,0,0,0,0,4,45,24.0,2167,3,1130,1120,1080,1180,1040,1040,2019-20,0
Jack Cork,Burnley,70,MID,0,0,12,1,0,41,0,0,0,0,0,50,29.0,2614,3,1110,1180,1130,1070,970,1110,2019-20,0
Moussa Sissoko,Spurs,69,MID,2,1,7,8,0,31,0,0,0,0,0,50,28.0,2451,4,1180,1240,1100,1130,1200,1140,2019-20,0
Phil Foden,Man City,69,MID,5,2,4,0,0,7,0,0,0,0,4,55,6.0,888,5,1330,1340,1260,1270,1320,1320,2019-20,0
Dominic Solanke,Bournemouth,69,FWD,3,2,1,1,0,39,0,0,0,0,3,55,17.0,1637,2,1020,1020,990,1030,1000,1050,2019-20,0
Philip Billing,Bournemouth,68,MID,1,1,5,8,0,41,0,0,0,0,5,50,24.0,2526,2,1020,1020,990,1030,1000,1050,2019-20,0
Olivier Giroud,Chelsea,68,FWD,8,1,6,1,0,16,0,0,0,0,5,70,11.0,988,4,1220,1230,1240,1240,1220,1250,2019-20,0
Mateo Kovacic,Chelsea,68,MID,1,3,4,8,0,37,0,0,0,0,6,55,21.0,2065,4,1220,1230,1240,1240,1220,1250,2019-20,0
Wesley Moraes,Aston Villa,67,FWD,5,1,6,3,0,31,0,1,0,0,7,60,21.0,1782,2,1020,1050,970,980,1000,1040,2019-20,1
Jeff Hendrick,Burnley,67,MID,2,2,10,8,0,30,0,0,0,0,4,55,21.0,1930,3,1110,1180,1130,1070,970,1110,2019-20,0
Alexander Tettey,Norwich,67,MID,1,1,5,5,0,44,0,0,0,0,3,45,26.0,2339,2,980,1020,1030,1040,990,990,2019-20,1
Luke Shaw,Man Utd,67,DEF,0,0,8,7,0,15,0,0,0,0,2,55,19.0,1730,4,1220,1300,1260,1330,1180,1260,2019-20,0
Felipe Anderson Pereira Gomes,West Ham,66,MID,1,4,7,1,0,27,0,0,0,0,1,70,17.0,1493,2,1040,1030,1000,1030,1030,1150,2019-20,0
Maximillian Aarons,Norwich,66,DEF,0,2,5,7,0,71,0,0,0,0,3,45,36.0,3240,2,980,1020,1030,1040,990,990,2019-20,1
Adam Masina,Watford,66,DEF,1,0,6,3,0,31,0,0,0,0,4,45,19.0,1815,3,1030,1140,1120,1120,1020,1150,2019-20,0
Divock Origi,Liverpool,65,FWD,4,3,2,1,0,12,0,0,0,0,8,55,4.0,699,5,1340,1350,1310,1320,1310,1330,2019-20,0
Jefferson Lerma,Bournemouth,65,MID,1,2,4,11,1,49,0,0,0,0,2,50,29.0,2702,2,1020,1020,990,1030,1000,1050,2019-20,0
Javier Manquillo,Newcastle,65,DEF,0,1,8,5,0,21,0,0,0,0,4,45,17.0,1597,3,1090,1100,1030,1040,980,990,2019-20,0
David McGoldrick,Sheffield Utd,65,FWD,2,2,7,2,0,18,0,0,0,0,6,55,19.0,1810,3,1180,1200,1170,1180,1050,1110,2019-20,1
Ilkay Gündogan,Man City,65,MID,2,1,7,7,0,28,0,1,0,0,4,55,19.0,2012,5,1330,1340,1260,1270,1320,1320,2019-20,0
Ezri Konsa Ngoyo,Aston Villa,65,DEF,1,2,5,3,0,39,0,0,0,0,4,45,20.0,2038,2,1020,1050,970,980,1000,1040,2019-20,1
Erik Lamela,Spurs,65,MID,2,5,5,3,0,12,0,0,0,0,2,60,11.0,1203,4,1180,1240,1100,1130,1200,1140,2019-20,0
Jetro Willems,Newcastle,64,DEF,2,2,3,0,0,24,0,0,0,0,6,45,16.0,1492,3,1090,1100,1030,1040,980,990,2019-20,0
Martin Kelly,Crystal Palace,64,DEF,0,1,6,0,0,16,0,0,0,0,4,40,17.0,1547,3,1130,1120,1080,1180,1040,1040,2019-20,0
Davinson Sánchez,Spurs,64,DEF,0,2,4,6,0,37,0,0,0,0,4,55,26.0,2431,4,1180,1240,1100,1130,1200,1140,2019-20,0
Kelechi Iheanacho,Leicester,64,FWD,5,4,3,1,0,9,0,0,0,0,7,60,6.0,953,3,1210,1160,1150,1080,1210,1100,2019-20,0
Dale Stephens,Brighton,63,MID,0,1,6,8,0,42,0,0,0,0,1,45,28.0,2525,2,1050,1010,1100,1100,1040,1030,2019-20,0
Aymeric Laporte,Man City,63,DEF,1,0,8,1,0,5,0,0,0,0,0,65,12.0,1096,5,1330,1340,1260,1270,1320,1320,2019-20,0
Theo Walcott,Everton,63,MID,2,4,4,1,0,19,0,0,0,0,1,65,12.0,1281,3,1100,1240,1100,1210,1170,1180,2019-20,0
Antonio Rüdiger,Chelsea,63,DEF,2,0,5,3,0,24,1,0,0,0,5,60,18.0,1710,4,1220,1230,1240,1240,1220,1250,2019-20,0
Shane Long,Southampton,62,FWD,2,3,5,0,0,20,0,0,0,0,4,50,15.0,1386,3,1150,1040,1080,1050,1110,1080,2019-20,0
Martín Montoya,Brighton,62,DEF,0,1,6,5,0,32,0,0,0,0,3,45,20.0,1892,2,1050,1010,1100,1100,1040,1030,2019-20,0
Frédéric Guilbert,Aston Villa,62,DEF,0,2,6,7,0,36,0,0,0,0,4,45,23.0,2038,2,1020,1050,970,980,1000,1040,2019-20,1
Will Hughes,Watford,62,MID,1,1,5,9,0,46,0,0,0,0,3,55,25.0,2249,3,1030,1140,1120,1120,1020,1150,2019-20,0
Jan Vertonghen,Spurs,62,DEF,1,1,4,2,0,24,0,0,0,0,5,55,18.0,1644,4,1180,1240,1100,1130,1200,1140,2019-20,0
Kurt Zouma,Chelsea,62,DEF,0,0,7,6,0,37,1,0,0,0,2,50,24.0,2343,4,1220,1230,1240,1240,1220,1250,2019-20,0
Craig Dawson,Watford,61,DEF,2,0,4,6,0,49,0,0,0,0,2,50,25.0,2359,3,1030,1140,1120,1120,1020,1150,2019-20,0
Reece James,Chelsea,61,DEF,0,2,5,1,0,23,0,0,0,0,5,50,16.0,1510,4,1220,1230,1240,1240,1220,1250,2019-20,0
Ashley Barnes,Burnley,61,FWD,6,0,8,4,0,21,0,0,0,0,6,65,16.0,1350,3,1110,1180,1130,1070,970,1110,2019-20,0
Ross Barkley,Chelsea,61,MID,1,5,5,0,0,14,0,0,0,0,5,60,10.0,1095,4,1220,1230,1240,1240,1220,1250,2019-20,0
Cédric Soares,Arsenal,61,DEF,1,1,4,1,0,20,0,0,0,0,3,50,17.0,1553,4,1180,1240,1170,1170,1150,1200,2019-20,0
Roberto Pereyra,Watford,60,MID,3,0,5,4,0,27,0,0,0,0,0,60,16.0,1641,3,1030,1140,1120,1120,1020,1150,2019-20,0
Andreas Pereira,Man Utd,60,MID,1,3,6,3,0,16,0,0,0,0,1,50,17.0,1478,4,1220,1300,1260,1330,1180,1260,2019-20,0
Tom Davies,Everton,59,MID,1,1,5,8,0,34,0,0,0,0,3,55,21.0,2020,3,1100,1240,1100,1210,1170,1180,2019-20,0
Tom Heaton,Aston Villa,59,GK,0,0,4,0,0,35,1,0,0,67,3,45,20.0,1794,2,1020,1050,970,980,1000,1040,2019-20,1
Paulo Gazzaniga,Spurs,58,GK,0,0,2,1,0,26,0,0,1,59,6,45,18.0,1612,4,1180,1240,1100,1130,1200,1140,2019-20,0
Billy Sharp,Sheffield Utd,57,FWD,3,2,4,1,1,10,0,0,0,0,9,60,8.0,1037,3,1180,1200,1170,1180,1050,1110,2019-20,1
Pedro Lomba Neto,Wolves,57,MID,3,3,1,3,0,12,0,0,0,0,0,50,6.0,920,4,1230,1190,1180,1230,1200,1200,2019-20,0
N'Golo Kanté,Chelsea,57,MID,3,0,3,4,0,25,0,0,0,0,2,50,19.0,1730,4,1220,1230,1240,1240,1220,1250,2019-20,0
Daniel Ceballos Fernández,Arsenal,57,MID,0,2,7,1,0,21,0,0,0,0,3,55,16.0,1687,4,1180,1240,1170,1170,1150,1200,2019-20,0
Sokratis Papastathopoulos,Arsenal,57,DEF,2,0,4,6,0,25,0,0,0,0,5,50,19.0,1696,4,1180,1240,1170,1170,1150,1200,2019-20,0
Fabian Schär,Newcastle,55,DEF,2,1,4,5,0,38,0,0,0,0,2,50,18.0,1669,3,1090,1100,1030,1040,980,990,2019-20,0
Nemanja Matic,Man Utd,55,MID,0,2,10,2,0,13,0,0,0,0,2,50,18.0,1578,4,1220,1300,1260,1330,1180,1260,2019-20,0
Seamus Coleman,Everton,55,DEF,0,1,5,3,1,29,0,0,0,0,2,55,17.0,1833,3,1100,1240,1100,1210,1170,1180,2019-20,0
Sead Kolasinac,Arsenal,55,DEF,0,2,4,4,0,26,0,0,0,0,1,55,18.0,1694,4,1180,1240,1170,1170,1150,1200,2019-20,0
Fernando Luiz Rosa,Man City,55,MID,0,1,10,7,2,27,1,0,0,0,1,55,25.0,2394,5,1330,1340,1260,1270,1320,1320,2019-20,0
Dan Gosling,Bournemouth,54,MID,3,1,2,3,0,23,0,0,0,0,1,50,12.0,1254,2,1020,1020,990,1030,1000,1050,2019-20,0
Dennis Praet,Leicester,54,MID,1,3,2,2,0,17,0,0,0,0,3,55,10.0,1122,3,1210,1160,1150,1080,1210,1100,2019-20,0
Francisco Femenía Far,Watford,54,DEF,0,1,5,5,0,46,0,0,0,0,0,45,24.0,2236,3,1030,1140,1120,1120,1020,1150,2019-20,0
Giovani Lo Celso,Spurs,54,MID,0,3,6,6,0,18,0,0,0,0,3,75,14.0,1482,4,1180,1240,1100,1130,1200,1140,2019-20,0
Callum Hudson-Odoi,Chelsea,53,MID,1,5,2,1,0,14,0,0,0,0,3,60,7.0,849,4,1220,1230,1240,1240,1220,1250,2019-20,0
Mesut Özil,Arsenal,53,MID,1,3,5,1,0,20,0,0,0,0,1,75,16.0,1439,4,1180,1240,1170,1170,1150,1200,2019-20,0
Moise Kean,Everton,53,FWD,2,2,1,1,0,15,0,0,0,0,5,70,5.0,830,3,1100,1240,1100,1210,1170,1180,2019-20,0
Harry Winks,Spurs,52,MID,0,0,6,9,0,31,0,0,0,0,0,55,24.0,2223,4,1180,1240,1100,1130,1200,1140,2019-20,0
Steve Cook,Bournemouth,52,DEF,1,0,3,6,1,48,0,0,0,0,5,50,26.0,2427,2,1020,1020,990,1030,1000,1050,2019-20,0
Onel Hernández,Norwich,52,MID,1,2,1,0,0,32,0,0,0,0,0,55,14.0,1374,2,980,1020,1030,1040,990,990,2019-20,1
Naby Keita,Liverpool,52,MID,2,3,5,1,0,8,0,0,0,0,3,60,7.0,806,5,1340,1350,1310,1320,1310,1330,2019-20,0
Alex Iwobi,Everton,52,MID,1,0,4,0,0,30,0,0,0,0,2,60,16.0,1591,3,1100,1240,1100,1210,1170,1180,2019-20,0
Jannik Vestergaard,Southampton,51,DEF,1,0,4,3,0,26,0,0,0,0,6,50,16.0,1496,3,1150,1040,1080,1050,1110,1080,2019-20,0
Paul Pogba,Man Utd,51,MID,1,4,6,1,0,9,0,1,0,0,2,85,13.0,1202,4,1220,1300,1260,1330,1180,1260,2019-20,0
Oriol Romeu Vidal,Southampton,51,MID,0,0,5,5,0,38,0,0,0,0,1,45,20.0,1855,3,1150,1040,1080,1050,1110,1080,2019-20,0
Jeffrey Schlupp,Crystal Palace,51,MID,3,1,4,2,0,16,0,0,0,0,4,55,10.0,1030,3,1130,1120,1080,1180,1040,1040,2019-20,0
Scott Dann,Crystal Palace,51,DEF,0,1,5,0,0,14,0,0,0,0,3,45,13.0,1264,3,1130,1120,1080,1180,1040,1040,2019-20,0
Manuel Lanzini,West Ham,50,MID,0,3,2,1,0,30,0,0,0,0,3,65,12.0,1370,2,1040,1030,1000,1030,1030,1150,2019-20,0
Frederico Rodrigues de Paula Santos,Man Utd,50,MID,0,0,6,8,0,26,0,0,0,0,0,55,23.0,2157,4,1220,1300,1260,1330,1180,1260,2019-20,0
Oleksandr Zinchenko,Man City,49,DEF,0,0,6,0,1,15,0,0,0,0,1,55,12.0,1271,5,1330,1340,1260,1270,1320,1320,2019-20,0
James Milner,Liverpool,49,MID,2,2,4,4,0,9,0,0,0,0,3,55,8.0,924,5,1340,1350,1310,1320,1310,1330,2019-20,0
Ciaran Clark,Newcastle,49,DEF,2,0,4,3,0,14,0,0,0,0,2,45,13.0,1186,3,1090,1100,1030,1040,980,990,2019-20,0
Adam Smith,Bournemouth,49,DEF,0,1,4,7,0,40,0,0,0,0,3,45,24.0,2055,2,1020,1020,990,1030,1000,1050,2019-20,0
Matteo Guendouzi,Arsenal,48,MID,0,2,3,6,0,31,0,0,0,0,2,45,18.0,1744,4,1180,1240,1170,1170,1150,1200,2019-20,0
Matthew Lowton,Burnley,48,DEF,0,1,6,2,0,31,0,0,0,0,1,45,17.0,1530,3,1110,1180,1130,1070,970,1110,2019-20,0
James Tomkins,Crystal Palace,48,DEF,1,1,3,5,0,23,0,0,0,0,4,50,17.0,1582,3,1130,1120,1080,1180,1040,1040,2019-20,0
Christian Eriksen,Spurs,48,MID,2,2,1,5,0,18,0,0,0,0,6,90,10.0,1090,4,1180,1240,1100,1130,1200,1140,2019-20,0
Fikayo Tomori,Chelsea,48,DEF,1,0,4,3,0,18,0,0,0,0,7,45,14.0,1291,4,1220,1230,1240,1240,1220,1250,2019-20,0
Jamal Lewis,Norwich,48,DEF,1,0,3,4,0,56,0,0,0,0,3,45,26.0,2301,2,980,1020,1030,1040,990,990,2019-20,1
Andros Townsend,Crystal Palace,48,MID,1,1,3,0,0,23,0,0,0,0,0,60,13.0,1284,3,1130,1120,1080,1180,1040,1040,2019-20,0
Danny Rose,Newcastle,47,DEF,0,0,5,7,0,28,0,0,0,0,0,55,20.0,1753,3,1090,1100,1030,1040,980,990,2019-20,0
Lucas Torreira,Arsenal,46,MID,1,1,3,7,0,23,0,0,0,0,0,50,13.0,1501,4,1180,1240,1170,1170,1150,1200,2019-20,0
João Pedro Cavaco Cancelo,Man City,45,DEF,0,0,5,4,0,11,0,0,0,0,3,55,12.0,1205,5,1330,1340,1260,1270,1320,1320,2019-20,0
Tanguy Ndombele,Spurs,45,MID,2,2,1,3,0,17,0,0,0,0,2,60,8.0,1002,4,1180,1240,1100,1130,1200,1140,2019-20,0
Michael Obafemi,Southampton,45,FWD,3,2,3,1,0,12,0,0,0,0,2,50,5.0,655,3,1150,1040,1080,1050,1110,1080,2019-20,0
Shane Duffy,Brighton,44,DEF,1,0,3,2,0,18,0,0,0,0,1,50,13.0,1232,2,1050,1010,1100,1100,1040,1030,2019-20,0
Sean Longstaff,Newcastle,44,MID,1,2,2,2,1,26,0,0,0,0,0,50,13.0,1370,3,1090,1100,1030,1040,980,990,2019-20,0
Héctor Bellerín,Arsenal,44,DEF,1,0,4,2,0,18,0,0,0,0,4,55,12.0,1156,4,1180,1240,1170,1170,1150,1200,2019-20,0
Paul Dummett,Newcastle,44,DEF,0,0,5,2,0,20,1,0,0,0,4,45,14.0,1227,3,1090,1100,1030,1040,980,990,2019-20,0
Demarai Gray,Leicester,44,MID,2,4,1,1,0,6,0,1,0,0,0,55,3.0,605,3,1210,1160,1150,1080,1210,1100,2019-20,0
Marvelous Nakamba,Aston Villa,43,MID,0,0,1,5,0,37,0,0,0,0,0,45,18.0,1826,2,1020,1050,970,980,1000,1040,2019-20,1
Shkodran Mustafi,Arsenal,43,DEF,0,2,4,2,0,17,0,0,0,0,2,55,12.0,1205,4,1180,1240,1170,1170,1150,1200,2019-20,0
Christian Benteke,Crystal Palace,42,FWD,2,1,5,4,1,18,0,0,0,0,1,60,13.0,1252,3,1130,1120,1080,1180,1040,1040,2019-20,0
Bjorn Engels,Aston Villa,42,DEF,1,0,3,1,0,32,0,0,0,0,4,45,16.0,1446,2,1020,1050,970,980,1000,1040,2019-20,1
Kieran Tierney,Arsenal,42,DEF,1,2,2,2,0,16,0,0,0,0,4,55,10.0,986,4,1180,1240,1170,1170,1150,1200,2019-20,0
Calum Chambers,Arsenal,42,DEF,1,1,3,5,0,15,0,0,0,0,5,45,11.0,1102,4,1180,1240,1170,1170,1150,1200,2019-20,0
Junior Stanislas,Bournemouth,42,MID,3,1,1,1,0,17,0,0,0,0,2,60,7.0,706,2,1020,1020,990,1030,1000,1050,2019-20,0
Ben Davies,Spurs,41,DEF,0,0,4,6,0,19,0,0,0,0,2,55,16.0,1430,4,1180,1240,1100,1130,1200,1140,2019-20,0
Ainsley Maitland-Niles,Arsenal,41,DEF,0,2,3,4,1,22,0,0,0,0,3,50,14.0,1382,4,1180,1240,1170,1170,1150,1200,2019-20,0
James McCarthy,Crystal Palace,41,MID,0,0,2,9,0,29,0,0,0,0,0,45,15.0,1668,3,1130,1120,1080,1180,1040,1040,2019-20,0
Joseph Willock,Arsenal,41,MID,1,1,1,2,0,16,0,0,0,0,0,50,5.0,838,4,1180,1240,1170,1170,1150,1200,2019-20,0
Lewis Cook,Bournemouth,40,MID,0,1,2,5,0,30,0,0,0,0,0,50,13.0,1340,2,1020,1020,990,1030,1000,1050,2019-20,0
Moussa Djenepo,Southampton,40,MID,2,2,2,4,1,14,0,0,0,0,3,55,8.0,920,3,1150,1040,1080,1050,1110,1080,2019-20,0
Fabián Balbuena,West Ham,40,DEF,1,0,3,2,0,24,0,0,0,0,3,45,13.0,1176,2,1040,1030,1000,1030,1030,1150,2019-20,0
Andre Gray,Watford,39,FWD,2,1,0,1,0,17,0,0,0,0,2,60,4.0,741,3,1030,1140,1120,1120,1020,1150,2019-20,0
Matej Vydra,Burnley,39,FWD,2,1,5,0,0,7,0,0,0,0,3,55,6.0,807,3,1110,1180,1130,1070,970,1110,2019-20,0
André Filipe Tavares Gomes,Everton,39,MID,0,1,5,6,0,20,0,0,0,0,3,55,15.0,1457,3,1100,1240,1100,1210,1170,1180,2019-20,0
Gabriel Teodoro Martinelli Silva,Arsenal,39,FWD,3,1,2,1,0,9,0,0,0,0,5,45,6.0,656,4,1180,1240,1170,1170,1150,1200,2019-20,0
Ahmed El Mohamady,Aston Villa,39,DEF,1,1,2,1,0,28,0,0,0,0,7,45,10.0,1024,2,1020,1050,970,980,1000,1040,2019-20,1
Joel Matip,Liverpool,39,DEF,1,0,3,0,0,5,0,0,0,0,4,55,8.0,703,5,1340,1350,1310,1320,1310,1330,2019-20,0
Yves Bissouma,Brighton,39,MID,1,0,4,4,0,18,0,0,0,0,0,50,12.0,1253,2,1050,1010,1100,1100,1040,1030,2019-20,0
Jack Stacey,Bournemouth,39,DEF,0,2,1,2,0,27,0,0,0,0,4,45,17.0,1547,2,1020,1020,990,1030,1000,1050,2019-20,0
Danny Welbeck,Watford,39,FWD,2,1,1,0,0,15,0,0,0,0,3,60,7.0,813,3,1030,1140,1120,1120,1020,1150,2019-20,0
Marc Albrighton,Leicester,38,MID,0,3,3,2,0,11,0,0,0,0,1,55,7.0,857,3,1210,1160,1150,1080,1210,1100,2019-20,0
Ben Godfrey,Norwich,38,DEF,0,0,3,3,1,62,1,0,0,0,0,45,29.0,2644,2,980,1020,1030,1040,990,990,2019-20,1
Solomon March,Brighton,38,MID,0,1,4,2,0,15,0,0,0,0,3,50,11.0,1139,2,1050,1010,1100,1100,1040,1030,2019-20,0
Juan Mata,Man Utd,38,MID,0,2,4,1,0,8,0,0,0,0,2,65,8.0,747,4,1220,1300,1260,1330,1180,1260,2019-20,0
Emil Krafth,Newcastle,37,DEF,0,1,3,0,0,23,0,0,0,0,2,45,11.0,1015,3,1090,1100,1030,1040,980,990,2019-20,0
Christian Atsu,Newcastle,37,MID,0,3,3,2,0,15,0,0,0,0,0,55,8.0,738,3,1090,1100,1030,1040,980,990,2019-20,0
Daryl Janmaat,Watford,36,DEF,0,1,4,1,0,5,1,0,0,0,7,45,7.0,606,3,1030,1140,1120,1120,1020,1150,2019-20,0
Eric Dier,Spurs,36,MID,0,2,3,5,0,23,0,0,0,0,0,50,13.0,1340,4,1180,1240,1100,1130,1200,1140,2019-20,0
Glenn Murray,Brighton,36,FWD,1,1,2,0,0,10,0,0,0,0,0,60,6.0,785,2,1050,1010,1100,1100,1040,1030,2019-20,0
Nathaniel Chalobah,Watford,36,MID,0,1,2,1,0,14,0,0,0,0,2,45,8.0,919,3,1030,1140,1120,1120,1020,1150,2019-20,0
James Justin,Leicester,35,DEF,0,1,4,1,0,14,1,0,0,0,0,50,11.0,1010,3,1210,1160,1150,1080,1210,1100,2019-20,0
Christoph Zimmermann,Norwich,35,DEF,0,1,3,3,0,27,0,0,0,0,1,45,15.0,1430,2,980,1020,1030,1040,990,990,2019-20,1
Hamza Choudhury,Leicester,35,MID,1,1,3,2,1,12,0,0,0,0,0,45,8.0,883,3,1210,1160,1150,1080,1210,1100,2019-20,0
Andy Carroll,Newcastle,34,FWD,0,4,2,1,0,10,0,0,0,0,0,55,4.0,617,3,1090,1100,1030,1040,980,990,2019-20,0
John Stones,Man City,34,DEF,0,0,3,0,0,16,0,0,0,0,0,55,11.0,1118,5,1330,1340,1260,1270,1320,1320,2019-20,0
Kortney Hause,Aston Villa,34,DEF,1,0,2,3,0,34,0,0,0,0,0,45,16.0,1544,2,1020,1050,970,980,1000,1040,2019-20,1
Andreas Christensen,Chelsea,34,DEF,0,0,3,5,0,33,0,0,0,0,0,50,18.0,1751,4,1220,1230,1240,1240,1220,1250,2019-20,0
Sofiane Boufal,Southampton,34,MID,0,3,1,2,0,17,0,0,0,0,0,55,6.0,753,3,1150,1040,1080,1050,1110,1080,2019-20,0
Emiliano Martínez,Arsenal,33,GK,0,0,3,2,0,9,0,0,0,34,1,45,8.0,770,4,1180,1240,1170,1170,1150,1200,2019-20,0
Callum Robinson,Sheffield Utd,33,MID,1,2,2,1,0,6,0,0,0,0,1,55,4.0,669,3,1180,1200,1170,1180,1050,1110,2019-20,1
Tom Cleverley,Watford,33,MID,1,0,1,2,0,26,0,0,0,0,2,50,9.0,964,3,1030,1140,1120,1120,1020,1150,2019-20,0
Pedro Rodríguez Ledesma,Chelsea,32,MID,1,2,2,1,0,12,0,0,0,0,1,70,8.0,659,4,1220,1230,1240,1240,1220,1250,2019-20,0
Jesse Lingard,Man Utd,32,MID,1,0,1,3,0,14,0,0,0,0,0,65,7.0,923,4,1220,1300,1260,1330,1180,1260,2019-20,0
Marco Stiepermann,Norwich,32,MID,0,0,1,6,0,32,0,0,0,0,0,55,13.0,1173,2,980,1020,1030,1040,990,990,2019-20,1
Ryan Bennett,Leicester,32,DEF,0,0,3,2,0,17,0,0,0,0,2,50,9.0,932,3,1210,1160,1150,1080,1210,1100,2019-20,0
Sam Byram,Norwich,32,DEF,0,0,3,4,0,23,0,0,0,0,2,45,14.0,1292,2,980,1020,1030,1040,990,990,2019-20,1
Rúben Gonçalo Silva Nascimento Vinagre,Wolves,32,DEF,0,0,3,1,0,6,0,0,0,0,1,45,6.0,644,4,1230,1190,1180,1230,1200,1200,2019-20,0
Kyle Walker-Peters,Southampton,32,DEF,0,1,2,1,0,12,0,0,0,0,2,50,10.0,944,3,1150,1040,1080,1050,1110,1080,2019-20,0
Robbie Brady,Burnley,32,MID,1,2,1,1,0,10,0,0,0,0,0,55,4.0,445,3,1110,1180,1130,1070,970,1110,2019-20,0
Johann Berg Gudmundsson,Burnley,30,MID,1,1,3,0,0,7,0,0,0,0,1,60,5.0,617,3,1110,1180,1130,1070,970,1110,2019-20,0
Reiss Nelson,Arsenal,30,MID,1,1,2,1,0,7,0,0,0,0,0,55,4.0,622,4,1180,1240,1170,1170,1150,1200,2019-20,0
Angus Gunn,Southampton,29,GK,0,0,2,0,0,25,0,0,0,30,3,45,10.0,900,3,1150,1040,1080,1050,1110,1080,2019-20,0
Mario Vrancic,Norwich,29,MID,1,0,0,3,0,19,0,0,0,0,1,65,6.0,624,2,980,1020,1030,1040,990,990,2019-20,1
Michy Batshuayi,Chelsea,28,FWD,1,2,0,0,0,8,0,0,0,0,1,70,1.0,224,4,1220,1230,1240,1240,1220,1250,2019-20,0
Tom Trybull,Norwich,28,MID,0,0,2,2,0,25,0,0,0,0,0,45,12.0,1128,2,980,1020,1030,1040,990,990,2019-20,1
Alireza Jahanbakhsh,Brighton,28,MID,2,1,1,0,0,4,0,0,0,0,2,60,2.0,305,2,1050,1010,1100,1100,1040,1030,2019-20,0
Adam Lallana,Liverpool,27,MID,1,1,1,1,0,5,0,0,0,0,1,60,3.0,371,5,1340,1350,1310,1320,1310,1330,2019-20,0
Chris Mepham,Bournemouth,27,DEF,1,0,1,1,0,19,0,0,0,0,2,45,10.0,911,2,1020,1020,990,1030,1000,1050,2019-20,0
Adrián San Miguel del Castillo,Liverpool,27,GK,0,0,2,1,0,10,0,0,0,18,0,45,9.0,873,5,1340,1350,1310,1320,1310,1330,2019-20,0
Arthur Masuaku,West Ham,26,DEF,0,1,2,4,1,18,0,0,0,0,3,45,9.0,930,2,1040,1030,1000,1030,1030,1150,2019-20,0
DeAndre Yedlin,Newcastle,26,DEF,1,0,1,3,0,18,0,0,0,0,0,45,8.0,934,3,1090,1100,1030,1040,980,990,2019-20,0
Christian Fuchs,Leicester,26,DEF,0,0,2,0,0,10,0,0,0,0,2,45,8.0,770,3,1210,1160,1150,1080,1210,1100,2019-20,0
Josip Drmic,Norwich,26,FWD,1,0,0,0,1,13,0,0,0,0,0,55,4.0,636,2,980,1020,1030,1040,990,990,2019-20,1
Adrian Mariappa,Watford,26,DEF,0,0,3,4,1,33,1,0,0,0,1,45,15.0,1509,3,1030,1140,1120,1120,1020,1150,2019-20,0
Edward Nketiah,Arsenal,25,FWD,2,0,3,0,1,9,0,0,0,0,1,45,6.0,628,4,1180,1240,1170,1170,1150,1200,2019-20,0
Keinan Davis,Aston Villa,25,MID,0,1,1,0,0,7,0,0,0,0,0,45,3.0,534,2,1020,1050,970,980,1000,1040,2019-20,1
Ashley Young,Man Utd,24,DEF,0,0,2,5,0,10,0,0,0,0,0,55,10.0,953,4,1220,1300,1260,1330,1180,1260,2019-20,0
